,id,Name,X,Y,LONGITUDE,LATITUDE,MESSAGEDATE,USERID,USERSCREENNAME,MESSAGETEXT,LOCATION,HASHTAGS,ISRETWEET,datetime,Cluster,parsed_tweets,stemmed_tokens,is_new_years_tweet,is_eastender_tweet
22553,550698142950522882,,-0.180317,51.4645,-0.1803169995546341,51.4645004272461,01/01/2015 17:00:43,2505178885,EastEnders_Goss,@OfficialRita @Sam_Womack @thisainttherapy hope it's not u that dies x,Wandsworth,,0,2015-01-01 17:00:43,2,hope it s not u that dies x,"['hope', 'it', 's', 'not', 'u', 'that', 'die', 'x']",False,True
22588,550698982956347392,,-0.180071,51.464417,-0.18007099628448486,51.46441650390625,01/01/2015 17:04:03,2505178885,EastEnders_Goss,Who? Killer lucy Beale http://t.co/Rnws94DaMs,Wandsworth,,0,2015-01-01 17:04:03,2,Who Killer lucy Beale,"['who', 'killer', 'luci', 'beal']",False,True
22600,550699164792012802,,-0.180298,51.46455,-0.18029800057411194,51.46455001831055,01/01/2015 17:04:47,2505178885,EastEnders_Goss,Who's the killer of Lucy Beale February 2015 http://t.co/LYLhve8Sq2,Wandsworth,,0,2015-01-01 17:04:47,2,Who s the killer of Lucy Beale February,"['who', 's', 'the', 'killer', 'of', 'luci', 'beal', 'februari']",False,True
22601,550699305506729984,,-0.239846,51.457054,-0.23984600603580475,51.4570541381836,01/01/2015 17:05:20,177996219,HowardRyan_,If chelsea don't win I think I might just die,Wandsworth,,0,2015-01-01 17:05:20,2,If chelsea don t win I think I might just die,"['If', 'chelsea', 'don', 't', 'win', 'I', 'think', 'I', 'might', 'just', 'die']",False,True
22607,550761757099450368,,-0.138934,51.428787,-0.13893400132656095,51.42878723144531,01/01/2015 21:13:30,464555494,Micky_Cassidy,Ronnie is gonna die.,Wandsworth,,0,2015-01-01 21:13:30,2,Ronnie is gonna die,"['ronni', 'is', 'gon', 'na', 'die']",False,True
22609,550762856426528769,,-0.138495,51.428825,-0.13849499821662906,51.42882537841797,01/01/2015 21:17:52,464555494,Micky_Cassidy,Can they just tell us who killed Lucy,Wandsworth,,0,2015-01-01 21:17:52,2,Can they just tell us who killed Lucy,"['can', 'they', 'just', 'tell', 'us', 'who', 'kill', 'luci']",False,True
22610,550763040510337024,,-0.18021099999999998,51.464420000000004,-0.18021099269390106,51.46442031860352,01/01/2015 21:18:36,2505178885,EastEnders_Goss,So who dies guys,Wandsworth,,0,2015-01-01 21:18:36,2,So who dies guys,"['So', 'who', 'die', 'guy']",False,True
22614,550755902157230080,,-0.139023,51.428757,-0.13902300596237185,51.42875671386719,01/01/2015 20:50:14,464555494,Micky_Cassidy,Eastenders will you hurry upp and spill the beans on who killed Lucy.,Wandsworth,,0,2015-01-01 20:50:14,2,Eastenders will you hurry upp and spill the beans on who killed Lucy,"['eastend', 'will', 'you', 'hurri', 'upp', 'and', 'spill', 'the', 'bean', 'on', 'who', 'kill', 'luci']",False,True
22615,550757442876096512,,-0.151402,51.426327,-0.15140199661254886,51.42632675170898,01/01/2015 20:56:21,478810304,superbennyhart,nasty nick is gonna slump someone put ur house on it,Wandsworth,,0,2015-01-01 20:56:21,2,nasty nick is gonna slump someone put ur house on it,"['nasti', 'nick', 'is', 'gon', 'na', 'slump', 'someon', 'put', 'ur', 'hous', 'on', 'it']",False,True
22619,550762948453736448,,-0.23972,51.45714,-0.2397200018167496,51.4571418762207,01/01/2015 21:18:14,177996219,HowardRyan_,Denise done it,Wandsworth,,0,2015-01-01 21:18:14,2,Denise done it,"['denis', 'done', 'it']",False,True
22624,550754448457609217,,-0.180233,51.464493,-0.1802330017089844,51.46449279785156,01/01/2015 20:44:27,2505178885,EastEnders_Goss,@dominictc don't like he phone bit but it showed every suspect like jane Ian lola whit les Denise billy abi Lauren max,Wandsworth,,0,2015-01-01 20:44:27,2,don t like he phone bit but it showed every suspect like jane Ian lola whit les Denise billy abi Lauren max,"['don', 't', 'like', 'he', 'phone', 'bit', 'but', 'it', 'show', 'everi', 'suspect', 'like', 'jane', 'ian', 'lola', 'whit', 'le', 'denis', 'billi', 'abi', 'lauren', 'max']",False,True
22626,550756321189175296,,-0.139249,51.42872,-0.13924899697303772,51.42871856689453,01/01/2015 20:51:54,464555494,Micky_Cassidy,MADDDDDDDDDDDDD she killed Lucy,Wandsworth,,0,2015-01-01 20:51:54,2,MADDDDDDDDDDDDD she killed Lucy,"['maddddddddddddd', 'she', 'kill', 'luci']",False,True
22627,550762648355504128,,-0.180162,51.464478,-0.1801619976758957,51.4644775390625,01/01/2015 21:17:02,2505178885,EastEnders_Goss,I know who died for other day,Wandsworth,,0,2015-01-01 21:17:02,2,I know who died for other day,"['I', 'know', 'who', 'die', 'for', 'other', 'day']",False,True
22629,550763457977786369,,-0.18024,51.464473999999996,-0.18024000525474548,51.46447372436523,01/01/2015 21:20:15,2505178885,EastEnders_Goss,Emma the way she looked at abi,Wandsworth,,0,2015-01-01 21:20:15,2,Emma the way she looked at abi,"['emma', 'the', 'way', 'she', 'look', 'at', 'abi']",False,True
22631,550754654863519745,,-0.138809,51.428745,-0.1388089954853058,51.42874526977539,01/01/2015 20:45:16,464555494,Micky_Cassidy, @DrewGH_: I still think its Denise who killed Lucy  it might be Jane or Lauren,Wandsworth,,0,2015-01-01 20:45:16,2,I still think its Denise who killed Lucy it might be Jane or Lauren,"['I', 'still', 'think', 'it', 'denis', 'who', 'kill', 'luci', 'it', 'might', 'be', 'jane', 'or', 'lauren']",False,True
22636,550759286859911168,,-0.180281,51.464484999999996,-0.18028099834918976,51.46448516845703,01/01/2015 21:03:41,2505178885,EastEnders_Goss,Phil v nick,Wandsworth,,0,2015-01-01 21:03:41,2,Phil v nick,"['phil', 'v', 'nick']",False,True
22637,550760193517428738,,-0.16354100000000002,51.441677,-0.1635410040616989,51.44167709350586,01/01/2015 21:07:17,411037096,OviRono,Nick is the man,Wandsworth,,0,2015-01-01 21:07:17,2,Nick is the man,"['nick', 'is', 'the', 'man']",False,True
22640,550761373937180672,,-0.180206,51.464496999999994,-0.18020600080490112,51.46449661254883,01/01/2015 21:11:58,2505178885,EastEnders_Goss,It's phil or Ronnie guys,Wandsworth,,0,2015-01-01 21:11:58,2,It s phil or Ronnie guys,"['It', 's', 'phil', 'or', 'ronni', 'guy']",False,True
22643,550763790456090625,,-0.18018199999999998,51.464504,-0.18018199503421786,51.46450424194336,01/01/2015 21:21:34,2505178885,EastEnders_Goss,Oh no Denise been hitting Patrick,Wandsworth,,0,2015-01-01 21:21:34,2,Oh no Denise been hitting Patrick,"['Oh', 'no', 'denis', 'been', 'hit', 'patrick']",False,True
22644,550757291956645889,,-0.180242,51.464465999999994,-0.18024200201034546,51.4644660949707,01/01/2015 20:55:45,2505178885,EastEnders_Goss,Ronnie ; roxy ; and phil I thinks in the car,Wandsworth,,0,2015-01-01 20:55:45,2,Ronnie roxy and phil I thinks in the car,"['ronni', 'roxi', 'and', 'phil', 'I', 'think', 'in', 'the', 'car']",False,True
22646,550758100182253569,,-0.180233,51.46444,-0.1802330017089844,51.464439392089844,01/01/2015 20:58:58,2505178885,EastEnders_Goss,Emma's being funny wid everyone,Wandsworth,,0,2015-01-01 20:58:58,2,Emma s being funny wid everyone,"['emma', 's', 'be', 'funni', 'wid', 'everyon']",False,True
22648,550759681954951168,,-0.16351400000000002,51.44162,-0.16351400315761566,51.44161987304688,01/01/2015 21:05:15,411037096,OviRono,Phil unaa,Wandsworth,,0,2015-01-01 21:05:15,2,Phil unaa,"['phil', 'unaa']",False,True
22649,550760416234991618,,-0.180132,51.464413,-0.18013200163841248,51.46441268920898,01/01/2015 21:08:10,2505178885,EastEnders_Goss,Who's gonna die #EastEnders,Wandsworth,EastEnders,0,2015-01-01 21:08:10,2,Who s gonna die,"['who', 's', 'gon', 'na', 'die']",False,True
22650,550760601866481664,,-0.16392400000000001,51.441759999999995,-0.1639239937067032,51.4417610168457,01/01/2015 21:08:54,411037096,OviRono,Ronnie died una,Wandsworth,,0,2015-01-01 21:08:54,2,Ronnie died una,"['ronni', 'die', 'una']",False,True
22655,550763808609017856,,-0.138458,51.428707,-0.1384579986333847,51.42870712280274,01/01/2015 21:21:39,464555494,Micky_Cassidy,Denise had been punching up Patrick    ,Wandsworth,,0,2015-01-01 21:21:39,2,Denise had been punching up Patrick,"['denis', 'had', 'been', 'punch', 'up', 'patrick']",False,True
22657,550765963202027520,,-0.180254,51.464493,-0.1802539974451065,51.46449279785156,01/01/2015 21:30:13,2505178885,EastEnders_Goss,Phil crying x       ,Wandsworth,,0,2015-01-01 21:30:13,2,Phil crying x,"['phil', 'cri', 'x']",False,True
22659,550765998933278720,,-0.138449,51.428883,-0.13844899833202362,51.42888259887695,01/01/2015 21:30:21,464555494,Micky_Cassidy,Fammmmmm who killed Lucy !,Wandsworth,,0,2015-01-01 21:30:21,2,Fammmmmm who killed Lucy,"['fammmmmm', 'who', 'kill', 'luci']",False,True
22670,550761603017502720,,-0.180265,51.464529999999996,-0.1802649945020676,51.46453094482422,01/01/2015 21:12:53,2505178885,EastEnders_Goss,Don't kill phil off please,Wandsworth,,0,2015-01-01 21:12:53,2,Don t kill phil off please,"['don', 't', 'kill', 'phil', 'off', 'pleas']",False,True
22671,550764220024094720,,-0.21674899999999997,51.447720000000004,-0.2167489975690841,51.44771957397461,01/01/2015 21:23:17,355789335,RBellingham,These step in actors in eastenders are so dead   ,Wandsworth,,0,2015-01-01 21:23:17,2,These step in actors in eastenders are so dead,"['these', 'step', 'in', 'actor', 'in', 'eastend', 'are', 'so', 'dead']",False,True
22679,550758308588814337,,-0.138602,51.428795,-0.13860200345516205,51.428794860839844,01/01/2015 20:59:48,464555494,Micky_Cassidy,Eastenders will you hurry up and send some shots to someones head please,Wandsworth,,0,2015-01-01 20:59:48,2,Eastenders will you hurry up and send some shots to someones head please,"['eastend', 'will', 'you', 'hurri', 'up', 'and', 'send', 'some', 'shot', 'to', 'someon', 'head', 'pleas']",False,True
22690,550758719647383552,,-0.180091,51.46444,-0.180090993642807,51.464439392089844,01/01/2015 21:01:26,2505178885,EastEnders_Goss,Roxy & Ronnie & Sharon & phil in yh car maybe,Wandsworth,,0,2015-01-01 21:01:26,2,Roxy Ronnie Sharon phil in yh car maybe,"['roxi', 'ronni', 'sharon', 'phil', 'in', 'yh', 'car', 'mayb']",False,True
22696,550761845095936002,,-0.138738,51.4288,-0.1387380063533783,51.42879867553711,01/01/2015 21:13:51,464555494,Micky_Cassidy,But all now who's Lucy's killer ?,Wandsworth,,0,2015-01-01 21:13:51,2,But all now who s Lucy s killer,"['but', 'all', 'now', 'who', 's', 'luci', 's', 'killer']",False,True
22701,550764415180881921,,-0.138479,51.42868,-0.13847899436950686,51.42868041992188,01/01/2015 21:24:03,464555494,Micky_Cassidy, @Banji_LDN: Denise is movin like Ben                  ,Wandsworth,,0,2015-01-01 21:24:03,2,Denise is movin like Ben,"['denis', 'is', 'movin', 'like', 'ben']",False,True
22717,550759908296376320,,-0.149146,51.442097,-0.14914600551128387,51.44209671020508,01/01/2015 21:06:09,1269800389,Bitch_itsnasty,Fuck phil; I took him. Billy had to hold me back    http://t.co/cqqmHHsfOB,Wandsworth,,0,2015-01-01 21:06:09,2,Fuck phil I took him Billy had to hold me back,"['fuck', 'phil', 'I', 'took', 'him', 'billi', 'had', 'to', 'hold', 'me', 'back']",False,True
22724,550754000019394562,,-0.163472,51.441708,-0.1634719967842102,51.44170761108398,01/01/2015 20:42:40,411037096,OviRono, @GraceAFC_: @ovirono Denise         it better not be,Wandsworth,,0,2015-01-01 20:42:40,2,Denise it better not be,"['denis', 'it', 'better', 'not', 'be']",False,True
22728,550762103645433856,,-0.2397590000000001,51.45713,-0.2397589981555939,51.4571304321289,01/01/2015 21:14:52,177996219,HowardRyan_,Is Phil dead,Wandsworth,,0,2015-01-01 21:14:52,2,Is Phil dead,"['Is', 'phil', 'dead']",False,True
22734,550764730068246528,,-0.180222,51.464459999999995,-0.1802220046520233,51.46445846557617,01/01/2015 21:25:19,2505178885,EastEnders_Goss,Ronnies to strong to die right @Sam_Womack @OfficialRita,Wandsworth,,0,2015-01-01 21:25:19,2,Ronnies to strong to die right,"['ronni', 'to', 'strong', 'to', 'die', 'right']",False,True
22738,550753838039564289,,-0.183955,51.435402,-0.18395499885082245,51.435401916503906,01/01/2015 20:42:02,1580684779,RobBarroso,Everyone has their phone out on eastenders so moist   ,Wandsworth,,0,2015-01-01 20:42:02,2,Everyone has their phone out on eastenders so moist,"['everyon', 'ha', 'their', 'phone', 'out', 'on', 'eastend', 'so', 'moist']",False,True
22739,550754347362316288,,-0.13873,51.428715000000004,-0.1387300044298172,51.42871475219727,01/01/2015 20:44:03,464555494,Micky_Cassidy, @_tamsxx: I'm one of the only people that don't watch Eastenders  you're not missing out on much dw,Wandsworth,,0,2015-01-01 20:44:03,2,I m one of the only people that don t watch Eastenders you re not missing out on much dw,"['I', 'm', 'one', 'of', 'the', 'onli', 'peopl', 'that', 'don', 't', 'watch', 'eastend', 'you', 're', 'not', 'miss', 'out', 'on', 'much', 'dw']",False,True
22741,550756780746477568,,-0.13914400000000002,51.42873,-0.13914400339126587,51.42873001098633,01/01/2015 20:53:43,464555494,Micky_Cassidy, @Prince_Israell: BY THE END OF THIS EPISODE I WANT TO KNOW WHO KILLED LUCY.  The detective killed Lucy,Wandsworth,,0,2015-01-01 20:53:43,2,BY THE END OF THIS EPISODE I WANT TO KNOW WHO KILLED LUCY The detective killed Lucy,"['BY', 'the', 'end', 'OF', 'thi', 'episod', 'I', 'want', 'TO', 'know', 'who', 'kill', 'luci', 'the', 'detect', 'kill', 'luci']",False,True
22744,550759933151805440,,-0.180238,51.464484999999996,-0.18023799359798431,51.46448516845703,01/01/2015 21:06:15,2505178885,EastEnders_Goss,Oh no it's Ronnie roxy or charlie,Wandsworth,,0,2015-01-01 21:06:15,2,Oh no it s Ronnie roxy or charlie,"['Oh', 'no', 'it', 's', 'ronni', 'roxi', 'or', 'charli']",False,True
22747,550764864915144704,,-0.138466,51.428722,-0.1384660005569458,51.4287223815918,01/01/2015 21:25:51,464555494,Micky_Cassidy,Denise is a young savage.,Wandsworth,,0,2015-01-01 21:25:51,2,Denise is a young savage,"['denis', 'is', 'a', 'young', 'savag']",False,True
22751,550760875343503361,,-0.151437,51.42629,-0.15143699944019318,51.42628860473633,01/01/2015 21:09:59,478810304,superbennyhart, @bignarstie: Loool nick knows wagwarn fill oh shit so gassed I cud shit #base   LOOOOOOOOOL MAN,Wandsworth,base,0,2015-01-01 21:09:59,2,Loool nick knows wagwarn fill oh shit so gassed I cud shit LOOOOOOOOOL MAN,"['loool', 'nick', 'know', 'wagwarn', 'fill', 'oh', 'shit', 'so', 'gass', 'I', 'cud', 'shit', 'loooooooool', 'man']",False,True
22763,550760890879188993,,-0.180094,51.4644,-0.18009400367736814,51.46440124511719,01/01/2015 21:10:03,2505178885,EastEnders_Goss,I hope @OfficialRita roxy doesn't die,Wandsworth,,0,2015-01-01 21:10:03,2,I hope roxy doesn t die,"['I', 'hope', 'roxi', 'doesn', 't', 'die']",False,True
22770,550762327461879809,,-0.180196,51.464493,-0.18019600212574005,51.46449279785156,01/01/2015 21:15:46,2505178885,EastEnders_Goss,Goodbye emma,Wandsworth,,0,2015-01-01 21:15:46,2,Goodbye emma,"['goodby', 'emma']",False,True
22771,550762386349891586,,-0.138485,51.428856,-0.13848499953746796,51.4288558959961,01/01/2015 21:16:00,464555494,Micky_Cassidy,Will you just reveal Lucy's killer ?!,Wandsworth,,0,2015-01-01 21:16:00,2,Will you just reveal Lucy s killer,"['will', 'you', 'just', 'reveal', 'luci', 's', 'killer']",False,True
22774,550761090779725826,,-0.138932,51.428776,-0.138932004570961,51.42877578735352,01/01/2015 21:10:51,464555494,Micky_Cassidy,Eastenders is banging today. #TankGod,Wandsworth,TankGod,0,2015-01-01 21:10:51,2,Eastenders is banging today,"['eastend', 'is', 'bang', 'today']",False,True
22779,550755457313542144,,-0.161876,51.451794,-0.16187599301338196,51.4517936706543,01/01/2015 20:48:28,296403321,TLloyd_93,@TDodd_ @samuelstarr @GA_Biggs #thursdaytoptip is in and this week it's Phil jones. United have an easy run of games and he's due a goal too,Wandsworth,thursdaytoptip,0,2015-01-01 20:48:28,2,is in and this week it s Phil jones United have an easy run of games and he s due a goal too,"['is', 'in', 'and', 'thi', 'week', 'it', 's', 'phil', 'jone', 'unit', 'have', 'an', 'easi', 'run', 'of', 'game', 'and', 'he', 's', 'due', 'a', 'goal', 'too']",False,True
22781,550757219390980097,,-0.183949,51.435402,-0.18394899368286133,51.435401916503906,01/01/2015 20:55:28,1580684779,RobBarroso,@NicoleACollazos Eastenders always try create bare suspense     ,Wandsworth,,0,2015-01-01 20:55:28,2,Eastenders always try create bare suspense,"['eastend', 'alway', 'tri', 'creat', 'bare', 'suspens']",False,True
22783,550760720259088384,,-0.180132,51.464413,-0.18013200163841248,51.46441268920898,01/01/2015 21:09:23,2505178885,EastEnders_Goss,Is ronnies dead,Wandsworth,,0,2015-01-01 21:09:23,2,Is ronnies dead,"['Is', 'ronni', 'dead']",False,True
22788,550760732397428737,,-0.13911099999999998,51.428672999999996,-0.1391109973192215,51.428672790527344,01/01/2015 21:09:25,464555494,Micky_Cassidy,Phil don't leave her,Wandsworth,,0,2015-01-01 21:09:25,2,Phil don t leave her,"['phil', 'don', 't', 'leav', 'her']",False,True
22793,550765494333358080,,-0.151403,51.426327,-0.15140299499034882,51.42632675170898,01/01/2015 21:28:21,478810304,superbennyhart,denise has been deliverin bops to patrick noooo waaayyy bruv,Wandsworth,,0,2015-01-01 21:28:21,2,denise has been deliverin bops to patrick noooo waaayyy bruv,"['denis', 'ha', 'been', 'deliverin', 'bop', 'to', 'patrick', 'noooo', 'waaayyy', 'bruv']",False,True
22795,550754431328071680,,-0.138926,51.428593,-0.13892599940299988,51.42859268188477,01/01/2015 20:44:23,464555494,Micky_Cassidy,Nick is back           ,Wandsworth,,0,2015-01-01 20:44:23,2,Nick is back,"['nick', 'is', 'back']",False,True
22798,550758849217855490,,-0.180092,51.46444,-0.1800920069217682,51.464439392089844,01/01/2015 21:01:56,2505178885,EastEnders_Goss,Wouldn't miss with Ronnie,Wandsworth,,0,2015-01-01 21:01:56,2,Wouldn t miss with Ronnie,"['wouldn', 't', 'miss', 'with', 'ronni']",False,True
22811,550719388920590337,,-0.14921099999999998,51.44207,-0.14921100437641144,51.44207000732422,01/01/2015 18:25:08,1269800389,Bitch_itsnasty,I'm a hypocrite; cause if he tried to do half the things I do; I'd kill the prick.,Wandsworth,,0,2015-01-01 18:25:08,2,I m a hypocrite cause if he tried to do half the things I do I d kill the prick,"['I', 'm', 'a', 'hypocrit', 'caus', 'if', 'he', 'tri', 'to', 'do', 'half', 'the', 'thing', 'I', 'do', 'I', 'd', 'kill', 'the', 'prick']",False,True
